amount_inr,is_business_hours,hour_of_day,action_code,geo_code,label,action_name,geo_name,predicted_label,anomaly_score,risk_score_0_100
11287.26,1,17,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.1593113672991795,19
20527.0,1,10,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.1483339697120043,22
1010.89,1,12,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.16699881351534618,17
12173.57,1,11,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.12142528087393367,30
14581.7,1,14,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.21345872612761402,5
55540.5,1,12,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.1076824924959,33
7209.57,1,9,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.16445091683917612,18
41636.73,1,15,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.15463321052759516,21
3309.76,1,10,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.1263390665708537,28
1024.29,1,16,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.1652358848354314,18
27014.95,1,12,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.19091080019492418,11
4640.77,1,12,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.20610914267463915,7
12002.41,1,9,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.18054947239126068,14
17750.69,1,12,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.21460504093371724,4
38349.7,1,16,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.10866103142348049,33
29359.57,1,13,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.18956610773029325,11
26656.95,1,10,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.0998703694352997,36
5618.35,1,10,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.20397797180894656,7
15831.32,1,10,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.12050676145901362,30
10044.3,1,12,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.12924138084247494,28
1398.35,1,9,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.12882764732524954,28
3661.98,1,15,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.20256059675492444,8
2210.47,1,9,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.10124755486347248,35
5564.58,1,9,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.1508439849890249,22
56405.79,1,10,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.04273890399097302,51
7052.44,1,13,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.21841073910385106,3
13766.67,1,12,11,2,1,RATE_CHECK,"Delhi, DL",1,0.21439347468049313,4
24319.66,1,17,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.09699866377272337,36
33811.6,1,16,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.1436064917861768,24
10685.36,1,12,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.21948918125475908,3
4351.26,1,11,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.2196224020550735,3
55939.8,1,9,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.08739661605901106,39
3915.3,1,10,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.20348431867235223,7
15186.64,1,16,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.1783933302876376,14
38621.26,1,9,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.12105222255799286,30
3978.48,1,9,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.17872758257133348,14
48287.59,1,11,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.12893894250958016,28
811.18,1,17,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.09143665448537963,38
13423.51,1,13,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.17482790080662475,15
2235.4,1,17,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.15274504675376438,21
12172.43,1,15,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.21344340417916963,5
7940.47,1,9,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.17820535244876284,14
10322.99,1,9,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.19924013106813088,8
39761.62,1,16,7,6,1,LOAN_STATUS_CHECK,"Mumbai, MH",1,0.13203781419985294,27
1253.77,1,15,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.21508942408278525,4
11731.18,1,16,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.1449558052904727,23
1504.1,1,15,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.21529000946636034,4
23024.46,1,13,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.20291875600052733,7
974.6,1,11,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.1415205708534354,24
12929.49,1,10,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.17935330049219256,14
17542.31,1,12,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.18899987444310223,11
7282.51,1,16,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.1196394620061334,30
2740.35,1,11,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.19250171518771458,10
7655.37,1,9,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.1986783524809141,9
6862.42,1,10,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.12249808959668917,29
18716.05,1,11,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.19918727571580785,8
1401.84,1,12,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.20284336636752776,7
4067.61,1,14,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.15135359929338726,22
10401.98,1,17,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.14354780525829597,24
1548.07,1,14,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.20394191909367265,7
22538.76,1,16,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.187040461522943,12
1478.64,1,9,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.11564375911655278,31
9873.22,1,11,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.22208595449794777,2
15042.09,1,9,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.15903642803179513,19
8070.93,1,13,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.2001632191602395,8
6748.16,1,12,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.21544638406658795,4
7294.58,1,16,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.1168335901501012,31
69649.98,1,11,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.0857895246288255,39
30568.26,1,9,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.0972661214261551,36
26375.98,1,12,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.12957226023616553,27
9159.15,1,10,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.20523225326146155,7
13045.18,1,17,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.18122368933612043,13
0.66,0,23,16,3,-1,UNAUTHORIZED_DISBURSEMENT,"Dubai, UAE",-1,-0.04172759026010764,74
13104.0,1,13,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.14835179024366857,22
9291.0,1,11,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.1376581693392792,25
13846.19,1,16,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.18761606149658183,12
557.14,1,17,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.12949618099832472,27
9724.52,1,9,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.11757345120586649,31
7470.17,1,11,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.2207708024304153,3
254.25,1,13,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.12362076313447057,29
3818.74,1,15,7,6,1,LOAN_STATUS_CHECK,"Mumbai, MH",1,0.19534849488857758,10
44257.42,1,13,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.09494502510499914,37
23219.91,1,17,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.15412002615189618,21
1425.58,1,16,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.18679513088404137,12
23388.2,1,12,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.18290003545468053,13
17801.08,1,12,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.20091524480161166,8
7222.0,1,10,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.16625439433735328,17
14815.03,1,13,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.2250375693025904,1
12725.01,1,14,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.18701216248915026,12
39346.57,1,9,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.0832194852040462,40
16133.13,1,12,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.22010200321779405,3
4715.37,1,12,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.15575671986295203,20
3747.38,1,10,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.12087863080808614,30
8473.53,1,10,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.21273390255051033,5
4680.59,1,9,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.1806378468225665,14
689.27,1,10,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.17337023709791766,16
36309.68,1,15,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.176787253796033,15
160.94,1,11,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.10122399449737862,35
0.14,1,16,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.1755140189211748,15
3645.23,1,14,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.2190284466746345,3
9743.91,1,15,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.14560211785211669,23
5080.42,1,14,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.22137816565050455,2
9793.18,1,14,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.22409441117962742,2
26180.21,1,16,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.15859738188786382,20
22322.62,1,17,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.12927229350797542,28
23829.29,1,12,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.20681065383991715,6
2608.6,1,17,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.1851902163843534,12
4363.93,1,9,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.19560355733360218,9
16755.74,1,16,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.20388300265617165,7
1928.34,1,14,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.16287493689496108,18
35759.51,1,10,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.1322277130071866,27
0.92,0,2,15,3,-1,UNAUTHORIZED_API_CALL,"Dubai, UAE",-1,-0.032589727590097706,72
3423.64,1,13,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.17626543225123675,15
31335.41,1,14,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.16911473070379274,17
2520.46,1,9,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.13662788831737116,26
737.89,1,10,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.1601871748927392,19
5550.07,1,10,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.18272825896318662,13
21979.25,1,11,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.1448534275582654,23
16160.58,1,11,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.20185583009839297,8
34644.43,1,12,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.10944166671774813,33
2995.99,1,11,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.20603476936485504,7
0.86,0,4,9,3,-1,MASS_RECORD_ACCESS,"Dubai, UAE",-1,-0.025705660806378816,70
20724.69,1,13,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.2040500511954388,7
17369.34,1,10,10,2,1,POSITION_VIEW,"Delhi, DL",1,0.20637010603792633,7
5876.12,1,14,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.1974401446478895,9
7130.61,1,16,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.17044824221347132,16
2537922.13,0,20,2,4,-1,BULK_LOAN_EXPORT,"Lagos, NG",-1,-0.09889474411371157,90
25904.74,1,17,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.07994356494547783,41
11266.1,1,12,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.21213917771034851,5
17592.28,1,12,8,0,1,LOGIN_SUCCESS,"Bangalore, KA",1,0.21353259371349648,5
3609.99,1,12,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.15226957541682745,21
47653.64,1,17,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.06017423180502013,46
1690.13,1,15,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.14600925277539645,23
27489.52,1,15,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.1273061141522146,28
2654.34,1,16,0,2,1,BOND_QUERY,"Delhi, DL",1,0.15137974603875676,22
10162.55,1,11,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.20508060014116797,7
1168.78,1,9,0,2,1,BOND_QUERY,"Delhi, DL",1,0.13972924567821965,25
3075.37,1,14,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.2081871025928531,6
967.27,1,13,0,2,1,BOND_QUERY,"Delhi, DL",1,0.16307701524601748,18
5911.25,1,16,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.21149515836743782,5
2354.65,1,14,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.22163588203025503,2
18900.45,1,15,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.14542277958537092,23
18007.13,1,16,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.18635498565023495,12
0.27,0,6,12,1,-1,RATE_MANIPULATION_QUERY,"Beijing, CN",-1,-0.006723734557853578,65
4218.07,1,10,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.13643900288411603,26
2063.88,1,10,0,2,1,BOND_QUERY,"Delhi, DL",1,0.15586555284232428,20
29313.87,1,10,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.15649855220672226,20
18724.98,1,9,0,2,1,BOND_QUERY,"Delhi, DL",1,0.1367542972837042,26
19383.91,1,11,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.1947895876092482,10
15804.01,1,15,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.16204666034924203,19
7164.36,1,12,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.2094244572982492,6
24409.58,1,16,8,2,1,LOGIN_SUCCESS,"Delhi, DL",1,0.19430013367684718,10
15075.74,1,12,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.21787316815654972,3
138.72,1,14,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.18026054767856625,14
7161.27,1,15,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.20788656556539814,6
8456.03,1,9,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.17048639743927202,16
7695.07,1,16,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.1337259634205168,26
28646.24,1,10,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.1388818500470293,25
2874.06,1,11,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.20852911719559153,6
46197.51,1,9,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.09654674523012408,36
25775.54,1,16,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.16467412754098365,18
1931.83,1,11,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.14673530280039265,23
7700.98,1,12,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.22248005716900182,2
28416.87,1,9,4,0,1,CUSTOMER_SEARCH,"Bangalore, KA",1,0.13325486554193589,26
7874.14,1,17,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.10806372897577765,33
13339.63,1,14,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.2227476782492478,2
18910.99,1,11,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.19512728444479643,10
22864.67,1,14,18,2,1,UPDATE_RECORD,"Delhi, DL",1,0.15918103223597663,19
49375.87,1,17,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.07351932448667475,43
1528.97,1,17,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.14882981237741322,22
17090.84,1,17,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.10258689086801043,35
6514.97,1,16,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.12659727336329174,28
1889.32,1,15,7,2,1,LOAN_STATUS_CHECK,"Delhi, DL",1,0.2153346303937207,4
3733.06,1,14,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.19588223953732947,9
11763.94,1,13,13,2,1,SEND_EMAIL,"Delhi, DL",1,0.19594433113145227,9
8038.23,1,15,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.14986810312586663,22
6411.27,1,11,5,0,1,DISBURSEMENT_VIEW,"Bangalore, KA",1,0.20798274095573882,6
2726.95,1,9,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.12033596519701095,30
2784.04,1,15,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.14232327868962458,24
12716.86,1,11,5,6,1,DISBURSEMENT_VIEW,"Mumbai, MH",1,0.18838868197195552,11
3153.33,1,10,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.1840819571543562,13
1817.2,1,13,7,6,1,LOAN_STATUS_CHECK,"Mumbai, MH",1,0.1955694989960028,9
1003.32,1,11,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.18289531221859145,13
6936.06,1,11,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.18925948682680116,11
7617.7,1,17,11,2,1,RATE_CHECK,"Delhi, DL",1,0.1757094178103113,15
3437.83,1,16,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.1795574528972116,14
14097.13,1,17,6,6,1,DOMESTIC_TRANSFER,"Mumbai, MH",1,0.1532232225713594,21
5319.91,1,16,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.11484096504127717,31
3990.92,1,10,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.19911217652222912,9
28255.33,1,13,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.18244040844312837,13
9948.87,1,16,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.161824796685213,19
12840.47,1,10,6,2,1,DOMESTIC_TRANSFER,"Delhi, DL",1,0.21195047458419225,5
23452.07,1,10,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.17356023625333117,15
21999.87,1,15,18,6,1,UPDATE_RECORD,"Mumbai, MH",1,0.12376753774174976,29
2930.77,1,11,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.12601184041257862,28
5952.35,1,9,6,0,1,DOMESTIC_TRANSFER,"Bangalore, KA",1,0.1786508592686573,14
85631.67,1,12,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.061036930596480854,46
23022.31,1,13,19,2,1,VIEW_RECORD,"Delhi, DL",1,0.1493547420225808,22
7866.9,1,12,10,6,1,POSITION_VIEW,"Mumbai, MH",1,0.19449446206406068,10
81.2,1,9,13,0,1,SEND_EMAIL,"Bangalore, KA",1,0.1359806400488544,26
28197.84,1,15,7,0,1,LOAN_STATUS_CHECK,"Bangalore, KA",1,0.18195512688102744,13
22938.48,1,9,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.16147404455831937,19
15049.75,1,10,19,0,1,VIEW_RECORD,"Bangalore, KA",1,0.12695047731463127,28
3941.42,1,17,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.16042442932309703,19
3683.31,1,11,11,0,1,RATE_CHECK,"Bangalore, KA",1,0.20185819482253936,8
1392.2,1,14,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.18619662842850204,12
29125.2,1,12,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.15532243772603588,20
3073.6,1,15,0,2,1,BOND_QUERY,"Delhi, DL",1,0.16029998786372268,19
7314.93,1,15,18,0,1,UPDATE_RECORD,"Bangalore, KA",1,0.15641286252729253,20
4996.57,1,11,4,0,1,CUSTOMER_SEARCH,"Bangalore, KA",1,0.19402802701524907,10
20002.35,1,17,0,0,1,BOND_QUERY,"Bangalore, KA",1,0.0999787505055556,36
1254.54,1,16,11,6,1,RATE_CHECK,"Mumbai, MH",1,0.164858512783705,18
8597.02,1,12,0,6,1,BOND_QUERY,"Mumbai, MH",1,0.13415169000501148,26
1195.44,1,15,4,6,1,CUSTOMER_SEARCH,"Mumbai, MH",1,0.16058585417212068,19
30650.14,1,9,13,6,1,SEND_EMAIL,"Mumbai, MH",1,0.11747607116414704,31
3053.43,1,14,5,2,1,DISBURSEMENT_VIEW,"Delhi, DL",1,0.21694016152414364,4
0.38,0,23,17,4,-1,UNAUTHORIZED_TRADE,"Lagos, NG",-1,-0.04846501376557688,76
65999.67,1,17,8,6,1,LOGIN_SUCCESS,"Mumbai, MH",1,0.056101510229635276,48
2678.92,1,12,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.20480662592159304,7
4057491.56,0,3,16,3,-1,UNAUTHORIZED_DISBURSEMENT,"Dubai, UAE",-1,-0.10038717869138136,90
29377.0,1,10,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.17134667036590245,16
4534.7,1,13,4,2,1,CUSTOMER_SEARCH,"Delhi, DL",1,0.20805703780000423,6
14266.46,1,13,19,6,1,VIEW_RECORD,"Mumbai, MH",1,0.12874808175241825,28
27766.97,1,16,10,0,1,POSITION_VIEW,"Bangalore, KA",1,0.1683255957628481,17
33462.09,1,15,11,2,1,RATE_CHECK,"Delhi, DL",1,0.17407382346920197,15
